state,county,pop_total_2015,median_age_2015,median_income_2015,households_median_value_2015,households_avg_size_2015,households_total_2015,households_median_gross_rent_2015,mean_travel_time_2015,pop_total_male_rate_2015,pop_total_female_rate_2015,pop_18_39_male_rate_2015,pop_18_39_female_rate_2015,pop_40_64_male_rate_2015,pop_40_64_female_rate_2015,pop_over_65_male_rate_2015,pop_over_65_female_rate_2015,veterans_rate_2015,inmigrants_rate_2015,white_rate_2015,black_rate_2015,native_rate_2015,asian_rate_2015,pacific_rate_2015,other_rate_2015,hispanic_rate_2015,two_more_races_rate_2015,high_school_rate_2015,bachelors_rate_2015,poverty_rate_2015,households_renter_rate_2015,households_owner_rate_2015,unemployment_rate_2015,public_transport_rate_2015,no_health_insurance_rate_2015,county_fips
18,047,22935,41.2,51748.0,147600.0,2.57,8848,649.0,10423,49.91,50.09,12.33,11.56,17.94,18.33,6.86,8.49,5.92,0.73,98.01,0.24,0.13,0.55,0.0,0.32,1.04,0.75,25.46,8.72,10.52,20.08,79.92,6.36,0.05,8.84,18047
18,049,20527,41.7,45332.0,95400.0,2.55,7963,616.0,8500,49.96,50.04,11.97,11.7,17.65,17.19,7.5,9.75,7.39,3.0,94.63,0.99,0.44,0.48,0.02,2.31,4.78,1.13,24.66,6.17,14.67,23.06,76.94,5.96,0.13,12.96,18049
18,051,33668,40.0,48303.0,103000.0,2.51,13102,658.0,15328,50.06,49.94,13.46,12.92,17.27,16.75,6.91,9.01,6.96,0.92,94.85,1.64,0.1,0.25,0.0,0.89,1.5,2.26,23.9,7.12,10.92,22.71,77.29,4.3,0.16,10.52,18051
18,053,68896,40.0,40294.0,82800.0,2.39,26477,650.0,26849,47.88,52.12,13.87,15.04,15.82,16.96,7.48,9.78,7.56,1.7,88.65,6.73,0.19,0.75,0.0,0.63,3.97,3.05,22.63,6.92,17.17,30.31,69.69,8.81,0.18,12.97,18053
18,055,32815,42.3,45397.0,90500.0,2.54,12798,582.0,13832,49.67,50.33,12.55,11.38,17.74,17.79,7.87,9.67,7.81,0.46,98.05,0.24,0.01,0.36,0.19,0.09,1.22,1.06,23.68,5.91,13.4,20.93,79.07,7.02,0.11,13.15,18055
18,057,296635,36.1,86222.0,222900.0,2.73,108253,1016.0,142620,48.85,51.15,13.01,13.89,16.74,17.47,4.39,5.54,4.74,7.47,87.62,3.57,0.13,5.35,0.01,0.91,3.71,2.42,9.11,22.85,4.68,21.66,78.34,4.3,0.1,6.61,18057
18,059,71328,39.8,66606.0,156300.0,2.68,26340,832.0,33196,48.94,51.06,12.74,12.91,17.03,18.35,6.42,7.87,7.65,1.46,95.35,1.99,0.33,0.54,0.02,0.13,1.97,1.64,18.72,12.42,6.43,21.76,78.24,5.52,0.03,8.42,18059
18,061,39230,41.7,52128.0,129300.0,2.67,14604,669.0,17241,49.99,50.01,12.7,12.18,18.48,18.22,7.05,8.47,7.75,1.09,97.47,0.83,0.18,0.37,0.0,0.2,1.73,0.96,23.31,7.17,13.74,18.48,81.52,7.93,0.14,10.06,18061
18,063,153435,37.4,70163.0,162400.0,2.76,54652,958.0,73335,49.86,50.14,14.19,13.43,17.0,17.2,5.27,6.66,6.75,4.3,89.3,5.77,0.15,2.4,0.01,0.85,3.44,1.53,17.01,15.47,4.9,19.76,80.24,5.33,0.04,8.03,18063
18,065,49146,42.2,41855.0,91600.0,2.54,18010,626.0,18705,51.62,48.38,14.17,11.09,18.89,17.09,7.65,9.91,8.1,0.92,95.1,1.74,0.26,0.38,0.01,0.45,1.61,2.07,25.14,7.23,15.19,26.54,73.46,10.62,0.11,13.59,18065
18,067,82765,41.5,44226.0,95700.0,2.37,34413,646.0,34136,48.23,51.77,12.69,12.48,16.19,18.03,7.56,10.05,8.8,2.12,88.25,7.09,0.27,1.24,0.09,0.66,3.0,2.41,20.45,8.36,17.45,31.04,68.96,9.19,0.27,11.5,18067
18,069,36863,39.8,46945.0,99900.0,2.44,14480,672.0,16889,49.14,50.86,13.87,13.78,17.1,17.14,6.6,8.94,7.1,1.53,96.96,0.74,0.39,0.79,0.01,0.42,2.0,0.69,24.69,7.51,11.5,24.22,75.78,7.35,0.1,11.17,18069
18,071,43471,38.3,47000.0,112200.0,2.57,16614,700.0,19293,49.95,50.05,14.22,13.94,16.49,16.09,6.56,8.43,5.73,4.47,92.58,0.79,0.21,1.39,0.0,3.62,6.12,1.41,27.69,6.62,14.49,25.82,74.18,7.27,0.18,12.88,18071
18,073,33448,38.8,55374.0,148300.0,2.71,11996,733.0,14565,49.6,50.4,13.49,13.1,16.67,16.72,6.86,8.31,6.79,2.57,96.66,0.74,0.25,0.22,0.0,0.68,5.79,1.46,24.39,6.39,8.1,22.42,77.58,6.35,0.15,10.5,18073
18,075,21255,39.5,41021.0,79400.0,2.58,8117,576.0,9124,49.13,50.87,12.28,12.02,16.37,16.78,7.09,9.34,6.5,1.27,98.12,0.58,0.18,0.27,0.0,0.07,2.95,0.78,27.6,4.34,16.0,25.16,74.84,8.2,0.13,12.84,18075
18,077,32453,40.7,45718.0,112100.0,2.37,12694,680.0,13467,47.87,52.13,13.07,14.53,17.19,17.97,6.88,8.79,8.6,1.55,94.9,1.94,0.18,0.84,0.0,0.96,2.43,1.18,21.73,7.21,13.38,28.16,71.84,9.16,0.14,12.14,18077
18,079,28113,39.4,44736.0,95400.0,2.62,10607,696.0,11794,50.28,49.72,13.5,12.52,17.39,17.39,6.52,7.88,7.7,0.83,97.27,1.43,0.08,0.23,0.0,0.3,2.26,0.69,26.88,4.5,15.62,24.25,75.75,9.7,0.25,11.9,18079
18,081,145645,37.3,62147.0,145400.0,2.69,53270,849.0,67713,49.21,50.79,14.17,14.08,15.93,16.88,5.83,7.54,6.64,3.93,92.81,2.17,0.07,2.01,0.01,1.24,3.36,1.7,19.06,12.8,9.75,29.16,70.84,6.29,0.14,9.6,18081
18,083,38062,39.2,42725.0,84700.0,2.4,14779,623.0,17209,50.61,49.39,16.23,13.36,16.45,16.08,6.76,9.69,6.87,1.01,94.45,2.97,0.08,0.58,0.19,0.51,1.76,1.2,21.51,6.36,14.79,33.99,66.01,6.13,0.09,12.87,18083
18,085,77983,37.9,52821.0,132900.0,2.58,29586,714.0,35423,49.84,50.16,14.38,13.14,16.19,16.94,6.61,7.95,5.99,4.01,92.91,0.83,0.29,1.06,0.0,3.26,7.77,1.64,21.69,8.86,11.09,23.5,76.5,6.49,0.08,13.75,18085
18,087,38084,31.1,49964.0,162200.0,3.22,11719,665.0,14416,50.5,49.5,13.33,12.69,13.69,13.98,5.67,6.72,3.92,2.0,97.85,0.05,0.06,0.26,0.02,0.08,3.84,1.67,16.15,3.34,12.89,18.82,81.18,5.52,0.21,42.35,18087
18,089,491596,38.1,50135.0,136100.0,2.65,183314,819.0,202685,48.36,51.64,13.61,14.04,16.09,17.32,6.01,8.18,6.23,6.84,61.73,24.85,0.32,1.35,0.04,8.97,17.71,2.73,20.58,9.16,17.74,31.14,68.86,10.53,1.17,13.56,18089
18,091,111280,39.9,46872.0,123300.0,2.38,43004,702.0,44726,51.74,48.26,16.03,11.91,17.81,16.86,6.71,8.52,7.4,3.18,84.01,10.87,0.24,0.5,0.01,1.73,5.96,2.63,22.24,7.55,15.99,29.44,70.56,9.76,0.44,10.66,18091
18,093,45814,41.9,45875.0,100500.0,2.44,18494,637.0,19809,49.41,50.59,12.39,12.32,17.51,17.68,7.79,9.75,8.57,1.44,96.71,0.37,0.15,0.58,0.0,0.55,1.48,1.64,25.26,6.32,12.77,22.98,77.02,6.31,0.15,14.17,18093
18,095,130280,39.8,44195.0,90400.0,2.41,51274,702.0,51904,50.05,49.95,14.61,13.39,16.74,16.48,7.19,9.34,7.67,1.72,88.06,7.84,0.08,0.44,0.08,1.11,3.59,2.38,22.41,8.21,16.19,30.94,69.06,9.29,0.09,12.6,18095
18,097,926335,34.1,42168.0,118300.0,2.5,363558,788.0,416341,48.19,51.81,15.93,16.88,14.97,16.19,4.55,6.53,5.83,8.33,63.1,27.06,0.27,2.42,0.03,4.33,9.7,2.79,15.47,12.02,20.65,45.73,54.27,10.12,0.95,15.39,18097
18,099,46962,39.5,48485.0,123100.0,2.67,17324,674.0,20346,49.69,50.31,12.88,11.76,16.68,17.18,6.78,8.94,5.86,4.52,93.33,0.59,0.32,0.62,0.06,3.92,9.15,1.16,23.01,7.58,11.91,23.12,76.88,8.26,0.1,15.27,18099
18,101,10262,42.5,44589.0,91800.0,2.42,4201,521.0,4518,50.44,49.56,11.93,11.45,18.9,17.94,7.51,9.08,8.55,0.46,97.61,0.29,0.44,0.63,0.08,0.08,0.23,0.87,25.08,4.59,12.86,22.07,77.93,6.11,0.13,13.17,18101
18,103,36211,40.1,45184.0,85500.0,2.6,13164,651.0,14077,53.8,46.2,16.69,11.19,18.86,16.01,6.96,8.33,8.78,1.01,91.39,5.14,1.05,0.33,0.06,0.63,2.66,1.41,24.5,5.31,14.29,27.03,72.97,9.36,0.1,11.5,18103
18,105,142404,28.4,42404.0,160400.0,2.36,54165,836.0,65141,49.74,50.26,24.57,23.45,12.19,12.76,4.75,6.22,4.97,8.23,86.85,2.93,0.37,6.13,0.04,0.77,3.25,2.91,10.53,12.43,22.27,46.37,53.63,6.89,2.06,10.95,18105
18,107,38172,40.2,48213.0,110600.0,2.52,14637,654.0,16714,50.76,49.24,14.17,12.14,17.23,16.7,7.19,9.23,6.71,2.91,96.21,0.85,0.27,0.54,0.01,0.74,4.54,1.38,25.48,7.05,13.5,28.96,71.04,6.93,0.14,12.41,18107
18,109,69403,40.9,55432.0,143700.0,2.68,25609,754.0,31040,49.48,50.52,12.26,12.53,18.23,18.5,6.65,7.83,8.08,1.32,97.42,0.39,0.06,0.62,0.0,0.29,1.38,1.22,23.77,6.96,11.87,23.64,76.36,7.27,0.03,10.81,18109
18,111,14057,43.0,46895.0,113400.0,2.56,5401,699.0,5938,50.51,49.49,11.83,11.47,19.31,18.01,7.77,9.47,6.47,2.75,97.03,0.28,0.19,0.43,0.11,0.78,5.65,1.18,29.25,4.53,13.46,24.79,75.21,8.95,0.46,14.06,18111
18,113,47546,37.9,49331.0,113000.0,2.58,18101,640.0,20895,50.11,49.89,14.32,12.79,16.58,16.65,6.11,7.8,6.29,4.18,96.48,0.48,0.12,0.6,0.01,0.93,9.95,1.38,22.79,6.57,11.91,24.91,75.09,8.78,0.01,12.71,18113
18,115,6033,46.0,48780.0,141000.0,2.5,2389,671.0,2795,49.98,50.02,12.1,11.07,19.08,18.66,8.47,10.41,9.03,0.0,98.91,0.96,0.0,0.0,0.0,0.13,0.0,0.0,29.14,6.7,7.79,21.31,78.69,7.71,0.0,10.94,18115
18,117,19725,40.9,39812.0,89400.0,2.54,7648,580.0,7863,49.6,50.4,12.41,12.42,17.23,16.81,7.63,9.48,6.33,1.2,96.51,1.4,0.1,0.32,0.0,0.55,1.27,1.12,26.53,4.82,17.25,23.73,76.27,6.8,0.07,11.98,18117
18,119,21192,43.9,43948.0,110200.0,2.46,8553,678.0,8926,50.51,49.49,11.68,11.55,19.29,18.85,7.88,8.71,8.96,0.64,97.27,0.61,0.27,0.18,0.0,0.18,0.69,1.48,24.33,4.23,14.97,20.36,79.64,7.97,0.56,15.95,18119
18,121,17107,41.8,40781.0,88200.0,2.58,5995,579.0,6345,47.34,52.66,11.42,15.07,16.69,18.49,8.1,8.74,8.32,1.03,96.18,2.09,0.18,0.08,0.27,0.13,1.32,1.06,24.22,6.44,14.53,20.17,79.83,7.85,0.21,13.57,18121
18,123,19414,41.4,47470.0,100800.0,2.42,7282,608.0,8139,53.61,46.39,16.76,10.74,18.69,16.46,7.36,9.0,6.93,0.96,94.83,3.05,0.08,0.26,0.0,0.26,1.24,1.52,28.46,4.21,11.72,20.41,79.59,5.64,0.09,8.59,18123
18,125,12687,43.4,44399.0,88400.0,2.49,4994,620.0,5665,50.23,49.77,11.87,11.18,18.78,17.8,8.39,9.98,7.65,0.26,99.38,0.19,0.0,0.08,0.0,0.0,0.23,0.35,28.23,5.21,9.8,17.98,82.02,5.08,0.2,10.24,18125
18,127,166570,39.2,63926.0,165500.0,2.62,62103,862.0,73536,49.2,50.8,14.25,13.79,16.94,17.99,6.19,7.67,6.87,3.96,92.0,3.42,0.23,1.44,0.07,1.12,9.23,1.72,21.18,11.17,11.32,23.02,76.98,7.26,0.69,9.79,18127
18,129,25567,42.5,58101.0,133800.0,2.51,10098,666.0,11616,49.7,50.3,12.24,11.1,18.75,19.37,7.19,8.56,7.51,0.59,97.22,1.33,0.0,0.43,0.0,0.25,1.03,0.78,24.69,9.7,10.96,16.86,83.14,5.28,0.02,6.28,18129
18,131,13047,41.3,43836.0,93000.0,2.48,5184,681.0,5526,50.76,49.24,13.22,11.67,17.17,16.89,8.28,9.55,7.24,0.7,96.44,0.46,0.09,0.41,0.0,0.88,2.78,1.72,27.53,5.64,13.86,23.44,76.56,7.0,0.17,12.51,18131
18,133,37650,37.5,51355.0,122800.0,2.52,12649,693.0,14974,53.03,46.97,18.67,14.25,17.48,15.01,6.51,8.13,7.05,1.51,93.15,4.12,0.2,0.87,0.0,0.24,1.77,1.41,22.66,5.71,8.62,26.32,73.68,7.28,0.0,10.01,18133
18,135,25596,42.2,40810.0,78200.0,2.39,10529,580.0,10612,48.78,51.22,12.29,11.58,16.79,17.41,7.97,10.15,7.22,1.1,97.14,0.37,0.12,0.06,0.0,0.48,3.18,1.84,26.57,5.04,17.67,26.32,73.68,7.75,0.15,15.05,18135
18,137,28612,40.4,51170.0,129800.0,2.58,10921,678.0,12230,49.15,50.85,13.05,12.04,16.54,17.46,7.39,9.13,8.23,1.71,97.05,0.48,0.24,1.08,0.0,0.49,1.7,0.66,27.25,7.8,8.4,22.75,77.25,7.41,0.12,8.92,18137
18,139,16991,41.3,45121.0,100700.0,2.42,6942,630.0,7313,49.52,50.48,13.1,12.22,17.33,16.83,7.47,9.96,6.74,0.99,97.18,0.92,0.0,0.23,0.0,0.59,1.27,1.07,28.82,5.99,17.34,28.57,71.43,6.93,0.08,13.16,18139
18,141,267246,36.5,45471.0,114800.0,2.5,102005,719.0,116446,48.44,51.56,14.54,15.27,15.66,16.36,5.96,8.08,5.84,6.08,79.53,12.92,0.33,2.01,0.09,2.04,7.95,3.09,17.15,10.95,17.04,31.53,68.47,8.52,0.65,12.52,18141
18,143,23783,40.3,44442.0,98700.0,2.61,8962,735.0,9542,49.13,50.87,13.12,13.19,17.41,17.55,6.9,8.53,6.93,1.47,97.38,0.28,0.13,0.37,0.0,0.61,1.7,1.24,23.61,5.64,17.44,27.51,72.49,10.98,0.0,11.06,18143
18,145,44441,41.0,53584.0,120800.0,2.54,17193,711.0,20512,49.28,50.72,12.79,12.41,17.99,18.07,6.58,8.58,7.28,2.09,94.39,1.26,0.29,0.74,0.0,2.37,3.86,0.94,25.59,6.3,11.93,27.7,72.3,8.27,0.11,12.4,18145
18,147,20856,42.7,55247.0,116100.0,2.58,7964,587.0,9467,50.62,49.38,11.95,11.5,18.62,17.61,8.04,9.15,8.18,1.7,96.23,0.59,0.25,0.32,0.06,1.75,2.65,0.8,26.81,6.31,10.61,17.79,82.21,5.65,0.04,8.22,18147
18,149,23117,41.6,42208.0,96900.0,2.62,8789,679.0,9199,49.29,50.71,12.11,12.58,17.69,17.89,7.71,8.63,7.76,1.9,95.64,0.67,0.06,0.32,0.0,1.95,3.47,1.37,23.63,5.21,15.93,18.96,81.04,11.5,0.16,11.1,18149
18,151,34267,41.7,48472.0,128800.0,2.44,13485,674.0,15585,50.72,49.28,14.28,12.26,17.91,17.43,7.72,8.88,7.24,1.86,97.31,0.25,0.05,0.43,0.03,0.18,3.23,1.75,22.72,9.26,10.34,22.45,77.55,6.91,0.13,12.13,18151
18,153,21111,40.8,45023.0,78200.0,2.47,7639,661.0,7955,54.66,45.34,17.2,11.61,19.68,15.41,7.16,8.77,7.21,0.91,93.4,4.53,0.27,0.22,0.0,0.5,1.67,1.08,24.38,6.71,16.74,26.84,73.16,6.79,0.09,13.71,18153
18,155,10500,40.1,44061.0,119100.0,2.55,4071,785.0,4035,51.84,48.16,12.73,12.01,18.01,16.44,7.32,8.33,9.45,1.43,96.86,0.99,0.18,0.24,0.0,0.44,0.7,1.3,27.36,4.36,19.26,28.54,71.46,9.6,0.14,15.21,18155
18,157,180952,27.9,45932.0,135200.0,2.46,67756,795.0,81945,51.04,48.96,23.81,20.23,12.47,12.83,4.29,5.73,4.84,11.07,85.01,4.46,0.1,7.2,0.01,0.98,7.94,2.23,12.5,10.86,20.39,47.21,52.79,6.54,1.39,11.64,18157
18,159,15573,43.8,51613.0,111500.0,2.4,6394,696.0,6927,49.93,50.07,12.36,11.89,17.72,17.13,8.26,10.72,9.2,1.34,97.26,0.15,0.0,0.06,0.26,0.86,2.57,1.41,24.44,9.39,9.82,22.18,77.82,6.18,0.0,12.61,18159
18,161,7299,42.1,44277.0,102500.0,2.44,2963,650.0,3245,50.43,49.57,12.49,11.54,17.13,18.84,7.21,9.12,8.25,0.66,96.34,0.16,0.0,0.6,0.0,0.01,0.73,2.88,25.33,8.3,10.33,28.05,71.95,7.74,0.04,11.91,18161
18,163,181305,37.8,43046.0,115500.0,2.35,74217,716.0,82685,48.35,51.65,14.9,15.45,16.03,16.67,6.19,8.77,6.82,2.64,86.15,9.06,0.21,1.07,0.09,0.83,2.44,2.6,19.74,10.58,15.92,36.73,63.27,6.17,0.84,11.49,18163
18,165,15860,42.9,43600.0,75000.0,2.39,6538,555.0,6431,49.09,50.91,11.9,11.74,17.51,18.22,7.9,10.28,9.28,0.83,98.06,0.33,0.35,0.3,0.0,0.25,1.05,0.71,25.38,6.76,12.59,23.8,76.2,6.5,0.32,11.07,18165
18,167,108268,36.0,40313.0,91200.0,2.45,40315,688.0,45467,50.76,49.24,18.21,15.67,15.89,15.17,5.91,8.27,7.17,3.24,87.52,6.09,0.25,1.89,0.0,0.85,2.49,3.39,17.32,8.86,18.7,39.24,60.76,8.86,0.41,13.27,18167
18,169,32358,42.4,45649.0,95100.0,2.36,12901,640.0,14166,49.12,50.88,13.4,12.18,16.44,17.07,8.19,10.96,6.77,1.13,95.98,0.83,0.75,0.28,0.0,0.91,2.35,1.25,25.56,7.5,13.51,25.89,74.11,7.05,0.22,9.47,18169
18,171,8367,44.1,56042.0,107200.0,2.5,3305,753.0,3765,49.71,50.29,11.84,11.69,18.48,17.5,8.33,10.31,7.73,0.63,98.09,0.56,0.16,0.1,0.0,0.24,1.27,0.86,27.51,8.81,8.84,19.46,80.54,5.53,0.19,6.92,18171
18,173,60995,40.6,62185.0,148400.0,2.63,22883,771.0,28837,49.46,50.54,12.51,11.84,17.11,18.27,6.87,8.54,6.89,2.68,94.58,1.57,0.22,2.08,0.03,0.22,1.72,1.31,19.88,11.55,9.72,18.3,81.7,4.98,0.05,7.65,18173
18,175,27930,40.7,41289.0,102900.0,2.62,10542,622.0,11106,49.65,50.35,13.03,11.64,17.55,18.61,6.82,8.13,7.8,0.52,98.06,0.1,0.4,0.16,0.0,0.12,1.37,1.15,26.06,4.21,15.0,23.28,76.72,10.14,0.05,12.39,18175
18,177,67866,40.9,38494.0,92200.0,2.4,27168,623.0,27240,48.51,51.49,12.91,13.24,16.64,17.26,7.32,10.2,8.26,2.13,90.03,4.81,0.1,0.78,0.0,1.35,2.69,2.93,21.77,6.94,20.23,31.55,68.45,8.97,0.19,16.59,18177
18,179,27796,41.2,51101.0,115200.0,2.52,10831,621.0,12920,49.32,50.68,12.52,11.92,17.1,17.16,7.37,9.56,6.36,1.47,96.82,0.69,0.48,0.6,0.0,0.86,2.46,0.54,25.51,7.97,11.89,18.83,81.17,4.11,0.03,9.99,18179
18,181,24388,42.0,52154.0,105500.0,2.53,9513,681.0,10754,49.64,50.36,11.9,11.72,17.43,17.23,8.07,9.98,7.85,3.92,94.4,0.36,0.07,0.24,0.0,3.05,7.51,1.87,26.89,7.1,9.47,22.62,77.38,5.96,0.07,10.27,18181
18,183,33330,41.0,54389.0,130400.0,2.5,13152,624.0,15767,50.01,49.99,12.75,11.91,18.14,17.94,6.89,8.73,7.73,0.87,96.68,0.36,0.52,0.35,0.0,0.57,1.87,1.52,25.37,7.86,7.9,17.64,82.36,5.3,0.13,8.71,18183
19,001,7426,45.9,46526.0,89600.0,2.25,3229,553.0,3490,49.38,50.62,11.04,9.99,17.98,16.91,9.61,12.9,8.51,1.12,98.46,0.36,0.03,0.32,0.0,0.18,1.54,0.65,29.18,8.54,10.29,23.07,76.93,3.18,0.16,7.12,19001
19,003,3892,46.8,48043.0,87800.0,2.18,1718,538.0,1818,49.9,50.1,10.3,11.64,18.47,16.55,10.1,11.92,6.65,0.62,97.33,0.69,0.05,0.28,0.0,0.0,0.8,1.64,26.16,8.02,9.97,27.01,72.99,3.16,0.33,6.5,19003
19,005,14060,45.1,45890.0,110900.0,2.26,6048,554.0,6408,50.99,49.01,11.74,10.1,17.85,17.07,9.88,10.9,7.85,4.36,96.67,0.7,0.21,0.28,0.02,0.33,5.44,1.79,26.86,8.18,10.6,22.6,77.4,5.99,0.07,10.02,19005
19,007,12669,44.7,41394.0,78200.0,2.28,5481,536.0,5361,49.74,50.26,11.43,11.97,17.28,16.27,9.41,11.7,7.4,0.8,97.46,0.34,0.03,0.37,0.0,0.1,1.59,1.7,22.66,9.15,13.57,27.51,72.49,6.59,0.08,10.88,19007
19,009,5869,47.8,46979.0,65000.0,2.15,2659,547.0,2778,48.7,51.3,10.22,9.87,17.82,17.23,10.07,13.82,7.82,0.53,97.67,0.32,0.66,0.32,0.0,0.0,0.83,1.02,27.91,7.55,9.41,17.6,82.4,2.56,0.24,8.2,19009
19,011,25803,41.4,60606.0,140600.0,2.51,10154,593.0,12200,49.95,50.05,12.03,11.4,17.71,17.49,7.35,9.02,7.49,0.68,97.76,0.7,0.03,0.21,0.0,0.25,1.31,1.04,21.82,11.04,9.46,18.77,81.23,4.73,0.05,4.36,19011
19,013,132496,34.7,48369.0,130200.0,2.42,52410,700.0,64192,48.84,51.16,17.2,17.42,14.44,14.91,6.3,8.2,6.25,4.69,85.22,9.15,0.25,1.7,0.02,1.51,4.01,2.16,17.45,11.24,15.01,32.54,67.46,6.64,0.22,7.17,19013
19,015,26401,41.3,52985.0,119600.0,2.37,10759,644.0,12471,50.16,49.84,13.05,12.76,17.4,17.4,7.43,9.36,8.27,0.83,97.19,0.89,0.2,0.32,0.04,0.11,2.32,1.25,21.06,11.78,9.8,24.58,75.42,4.71,0.25,7.2,19015
19,017,24539,38.6,62163.0,151600.0,2.45,9365,591.0,12173,49.32,50.68,14.87,14.77,15.3,15.18,7.91,10.13,6.77,1.39,96.73,1.1,0.2,0.76,0.18,0.24,1.27,0.78,20.09,13.33,7.72,19.24,80.76,3.91,0.13,3.61,19017
19,019,20998,38.4,56150.0,126600.0,2.5,8268,629.0,9644,49.65,50.35,12.61,12.72,16.24,15.63,7.31,8.94,6.79,1.21,97.7,0.38,0.35,0.45,0.0,0.37,1.41,0.76,25.19,8.71,9.38,20.46,79.54,3.9,0.09,8.97,19019
19,021,20507,35.9,48195.0,103900.0,2.55,7635,593.0,9804,51.28,48.72,14.51,13.79,17.22,14.59,6.33,8.27,5.33,18.16,81.0,2.88,0.03,7.75,0.88,5.46,24.34,2.0,17.55,7.77,11.96,31.07,68.93,3.71,0.04,11.09,19021
19,023,14966,43.5,52360.0,107400.0,2.37,6207,566.0,6911,49.64,50.36,11.47,10.61,16.9,16.75,9.21,11.4,6.59,0.57,98.24,0.39,0.13,0.47,0.0,0.0,1.08,0.77,26.09,7.74,8.83,20.14,79.86,3.97,0.15,6.2,19023
19,025,9914,46.0,44921.0,76100.0,2.19,4261,517.0,4234,51.09,48.91,13.22,10.0,17.45,16.3,9.74,12.8,8.48,0.57,96.16,1.35,0.44,0.29,0.0,0.21,1.69,1.54,23.01,9.4,13.96,23.16,76.84,3.96,0.17,5.66,19025
19,027,20629,42.3,50559.0,113200.0,2.36,8547,542.0,9825,48.8,51.2,11.67,11.62,17.08,16.55,7.7,11.15,6.8,0.92,97.07,1.52,0.07,0.08,0.03,0.33,2.1,0.89,25.6,10.4,9.92,25.33,74.67,3.32,0.23,3.97,19027
19,029,13590,44.7,43750.0,89500.0,2.18,6080,569.0,6151,49.01,50.99,11.75,10.77,16.5,17.2,9.17,12.14,7.74,1.21,97.52,0.42,0.33,0.38,0.1,0.36,2.3,0.88,27.73,10.32,13.65,28.83,71.17,3.17,0.71,5.98,19029
19,031,18375,42.1,59047.0,134700.0,2.37,7620,670.0,8946,49.05,50.95,12.28,11.78,17.26,17.28,7.86,10.1,8.32,0.97,97.26,0.39,0.08,0.61,0.0,0.29,1.73,1.37,23.13,10.81,7.58,20.16,79.84,3.01,0.04,4.6,19031
19,033,43481,44.2,46122.0,115200.0,2.17,19519,617.0,21427,48.95,51.05,12.03,11.94,18.01,18.0,8.04,11.1,8.7,1.91,95.04,1.25,0.23,1.13,0.0,0.57,4.23,1.78,19.5,11.38,13.03,28.96,71.04,4.45,0.55,6.82,19033
19,035,11853,46.6,48599.0,84200.0,2.14,5334,516.0,5582,49.95,50.05,12.16,10.0,17.45,17.05,9.6,12.64,8.82,1.11,97.31,0.46,0.35,0.11,0.0,0.19,3.1,1.58,21.77,10.29,10.81,26.25,73.75,3.68,0.03,7.58,19035
19,037,12244,44.1,47040.0,103400.0,2.27,5312,556.0,5654,50.22,49.78,11.12,11.22,18.22,16.48,8.45,10.63,9.06,1.64,98.08,0.55,0.07,0.56,0.0,0.19,2.27,0.55,26.38,7.69,8.71,21.95,78.05,3.76,0.09,6.37,19037
19,039,9280,39.6,43327.0,91200.0,2.43,3744,678.0,4248,50.5,49.5,14.4,11.84,15.4,15.91,7.31,10.34,7.42,4.73,96.01,0.14,0.0,0.45,0.0,2.66,11.38,0.73,26.15,6.48,16.09,30.24,69.76,5.02,0.44,12.06,19039
19,041,16537,42.2,50389.0,110500.0,2.27,7146,594.0,7928,49.18,50.82,12.33,12.29,17.06,16.42,8.05,11.06,7.55,2.13,95.89,0.71,0.11,0.18,0.38,1.21,3.04,1.52,22.95,10.53,11.17,25.51,74.49,3.81,0.13,7.01,19041
19,043,17806,45.4,48007.0,106700.0,2.3,7608,574.0,8171,49.96,50.04,11.05,10.73,18.17,17.24,9.38,11.04,7.94,1.75,97.63,0.93,0.05,0.31,0.0,0.07,1.83,1.01,28.7,8.68,10.9,21.58,78.42,4.25,0.09,7.53,19043
19,045,48365,42.1,50498.0,110100.0,2.36,20067,620.0,22210,49.18,50.82,12.07,12.36,17.49,17.31,7.77,10.0,8.67,2.19,93.62,2.8,0.41,0.67,0.0,0.59,2.89,1.92,22.12,9.6,13.66,26.35,73.65,4.77,0.44,6.05,19045
19,047,17252,38.0,48084.0,90200.0,2.64,6355,541.0,7581,50.36,49.64,13.49,12.87,16.24,14.15,7.38,9.73,5.92,12.89,91.53,1.21,0.86,0.31,0.18,3.57,27.0,2.34,20.98,6.9,19.52,24.88,75.12,4.79,0.13,11.22,19047
19,049,74892,34.7,76320.0,190700.0,2.69,27593,910.0,38279,49.01,50.99,14.56,14.93,15.29,15.73,4.86,5.97,5.35,7.36,91.99,1.13,0.07,3.41,0.09,1.24,6.19,2.08,12.41,21.17,6.4,23.41,76.59,2.62,0.1,4.99,19049
19,051,8742,38.0,48888.0,99900.0,2.73,3165,582.0,3554,49.13,50.87,12.01,11.23,15.12,15.25,7.78,9.56,6.47,0.62,98.51,0.21,0.0,0.31,0.0,0.0,1.2,0.97,21.04,7.47,18.95,20.7,79.3,4.21,0.02,25.57,19051
