state,county,pop_total_2015,median_age_2015,median_income_2015,households_median_value_2015,households_avg_size_2015,households_total_2015,households_median_gross_rent_2015,mean_travel_time_2015,pop_total_male_rate_2015,pop_total_female_rate_2015,pop_18_39_male_rate_2015,pop_18_39_female_rate_2015,pop_40_64_male_rate_2015,pop_40_64_female_rate_2015,pop_over_65_male_rate_2015,pop_over_65_female_rate_2015,veterans_rate_2015,inmigrants_rate_2015,white_rate_2015,black_rate_2015,native_rate_2015,asian_rate_2015,pacific_rate_2015,other_rate_2015,hispanic_rate_2015,two_more_races_rate_2015,high_school_rate_2015,bachelors_rate_2015,poverty_rate_2015,households_renter_rate_2015,households_owner_rate_2015,unemployment_rate_2015,public_transport_rate_2015,no_health_insurance_rate_2015,county_fips
01,061,26815,42.2,36024.0,77400.0,2.47,10754,559.0,9988,49.13,50.87,11.66,12.57,17.62,17.42,8.11,10.44,8.29,2.72,86.5,8.9,0.32,1.23,0.0,1.13,3.63,1.92,19.82,6.52,22.93,25.21,74.79,11.19,0.01,15.17,01061
01,063,8697,42.4,20541.0,69600.0,2.7,3201,343.0,2328,47.09,52.91,11.37,13.08,16.57,18.22,7.37,10.06,5.34,0.22,17.79,80.66,0.08,0.16,0.0,0.0,0.7,1.31,24.01,5.29,40.0,28.93,71.07,20.4,0.22,14.5,01063
01,065,15256,40.2,32714.0,87400.0,2.53,5927,460.0,5065,47.08,52.92,12.59,13.49,15.55,17.75,7.12,9.86,5.53,0.96,39.96,58.25,0.28,0.28,0.06,0.83,1.11,0.34,23.87,6.67,26.29,24.65,75.35,13.32,0.01,12.13,01065
01,067,17252,43.0,41997.0,96300.0,2.47,6894,595.0,6606,47.87,52.13,11.98,11.95,16.24,18.59,8.78,11.05,7.33,1.45,70.37,28.35,0.0,0.0,0.0,0.39,2.49,0.89,20.43,6.67,15.4,21.7,78.3,8.15,0.02,12.11,01067
01,069,103534,39.0,41571.0,123300.0,2.62,39197,691.0,42644,47.87,52.13,13.02,14.18,15.85,17.37,6.72,8.94,8.71,2.39,69.71,26.43,0.37,0.76,0.03,0.82,3.22,1.88,18.52,9.02,18.11,35.3,64.7,8.29,0.14,12.67,01069
01,071,52860,42.2,37745.0,98900.0,2.56,20431,564.0,20082,49.33,50.67,12.89,12.57,17.04,17.74,7.93,9.94,6.47,2.27,90.97,3.09,1.1,0.4,0.12,1.27,2.74,3.05,22.27,5.44,17.81,26.46,73.54,10.12,0.03,14.18,01071
01,073,659026,37.4,45610.0,143400.0,2.47,260929,810.0,281448,47.28,52.72,14.4,15.55,15.45,17.49,5.64,8.3,6.4,4.02,52.77,42.35,0.23,1.57,0.03,1.91,3.79,1.14,15.2,12.59,18.36,36.81,63.19,9.12,0.41,11.71,01073
01,075,14133,43.7,35450.0,67900.0,2.27,6138,426.0,5260,48.34,51.66,11.14,12.26,17.92,17.31,8.24,11.38,7.28,0.83,87.38,11.07,0.28,0.02,0.0,0.63,1.39,0.61,21.32,4.85,23.93,28.36,71.64,10.16,0.04,13.2,01075
01,077,92737,41.1,43125.0,118600.0,2.35,38612,593.0,38322,47.9,52.1,13.78,14.22,15.96,17.51,7.58,10.23,7.02,1.86,86.93,9.96,0.44,0.72,0.01,0.22,2.4,1.72,18.93,8.68,17.5,30.7,69.3,7.09,0.1,11.21,01077
01,079,33586,41.7,40003.0,94800.0,2.46,13537,562.0,12325,48.89,51.11,12.75,12.94,17.95,18.41,7.08,8.71,5.72,0.68,77.35,11.46,5.44,0.11,0.0,0.06,2.08,5.59,22.99,5.37,18.53,19.89,80.11,9.75,0.05,11.36,01079
01,081,150982,30.3,44570.0,154300.0,2.54,57171,792.0,65864,49.2,50.8,20.2,20.01,13.53,14.47,4.43,5.52,6.64,5.5,69.89,23.24,0.15,3.28,0.02,1.72,3.72,1.7,12.03,11.33,22.89,40.96,59.04,7.27,0.44,10.41,01081
01,083,88805,39.0,49570.0,142100.0,2.64,32213,616.0,36510,50.25,49.75,14.75,12.94,17.7,17.85,5.91,7.44,7.52,4.72,81.05,12.87,0.53,1.25,0.04,2.04,5.78,2.22,16.85,10.48,13.6,23.73,76.27,7.76,0.11,11.99,01083
01,085,10742,39.5,25876.0,67800.0,2.49,4282,568.0,3238,47.71,52.29,12.8,14.22,15.82,17.34,7.0,9.5,4.51,0.3,25.5,74.06,0.0,0.0,0.0,0.0,0.34,0.45,20.94,6.84,28.25,26.34,73.66,13.18,0.09,13.46,01085
01,087,20018,37.5,30738.0,74700.0,2.24,8009,592.0,7269,45.79,54.21,15.24,18.31,14.59,17.01,6.75,9.37,7.16,1.33,16.83,81.28,0.31,0.21,0.0,0.59,1.56,0.76,16.29,6.75,23.16,35.04,64.96,16.94,0.2,12.23,01087
01,089,346438,37.8,57993.0,167900.0,2.46,137767,765.0,157050,48.9,51.1,14.9,14.82,16.66,17.62,5.76,7.51,9.55,5.39,68.93,24.08,0.59,2.49,0.11,0.85,4.68,2.96,11.55,16.65,13.4,32.26,67.74,8.53,0.14,11.73,01089
01,091,20306,42.2,32042.0,90800.0,2.42,8281,530.0,6554,46.55,53.45,11.05,13.36,16.22,17.69,7.81,10.56,4.78,1.1,46.7,51.43,0.12,0.14,0.0,1.21,2.26,0.4,26.02,6.56,25.82,29.85,70.15,11.45,0.14,11.89,01091
01,093,30387,44.1,32299.0,81400.0,2.34,12714,485.0,11006,49.38,50.62,11.52,11.27,18.29,18.11,8.68,10.94,6.82,1.69,93.62,3.85,0.21,0.28,0.0,0.07,2.39,1.96,19.56,5.24,19.61,24.53,75.47,9.89,0.07,11.58,01093
01,095,94318,38.8,38983.0,115500.0,2.72,34261,594.0,36087,49.2,50.8,13.48,13.26,16.12,16.49,6.97,9.03,7.02,7.7,92.01,1.92,0.48,0.49,0.04,3.08,12.66,1.98,16.8,7.17,19.93,28.18,71.82,8.44,0.09,16.78,01095
01,097,414251,37.0,43809.0,122400.0,2.62,154188,788.0,162517,47.85,52.15,14.16,15.18,15.45,16.9,5.97,8.13,7.41,3.09,60.0,35.05,0.65,1.97,0.02,0.67,2.64,1.65,18.38,9.64,18.81,33.45,66.55,9.84,0.21,13.95,01097
01,099,22217,41.1,27257.0,81200.0,2.62,8406,537.0,6392,47.89,52.11,11.44,13.18,16.25,17.73,7.41,9.79,5.31,0.25,55.43,42.23,1.28,0.33,0.0,0.05,1.09,0.68,26.75,5.4,31.06,33.84,66.16,20.7,0.07,16.75,01099
01,101,228138,35.2,44369.0,122300.0,2.47,89532,814.0,95659,47.47,52.53,15.45,16.63,14.39,16.36,5.3,7.58,8.18,4.31,38.92,56.09,0.22,2.26,0.01,1.01,3.42,1.48,13.51,12.45,21.88,40.8,59.2,8.84,0.33,12.57,01101
01,103,119786,39.5,45751.0,123500.0,2.55,46235,599.0,49655,49.1,50.9,13.74,13.49,16.76,17.36,6.64,8.66,7.46,4.67,82.69,12.29,0.63,0.6,0.08,1.52,7.81,2.19,16.63,9.84,15.81,29.25,70.75,9.94,0.13,14.54,01103
01,105,10038,36.3,24537.0,66300.0,2.7,3450,512.0,2752,46.33,53.67,15.6,15.57,12.41,15.97,7.3,10.25,6.1,0.54,30.63,68.03,0.04,0.44,0.0,0.16,0.93,0.7,18.81,4.38,33.6,31.48,68.52,11.22,0.05,14.18,01105
01,107,19856,42.4,30330.0,82000.0,2.51,7644,448.0,6353,48.64,51.36,12.42,13.48,17.62,17.19,7.65,10.1,7.0,1.1,56.18,42.37,0.0,0.07,0.05,0.5,1.64,0.85,26.28,4.67,24.18,28.23,71.77,13.77,0.18,12.58,01107
01,109,33155,31.3,32825.0,105500.0,2.44,12786,593.0,13676,47.71,52.29,18.53,20.38,13.32,14.3,5.95,7.8,6.3,3.21,57.87,38.2,0.8,2.14,0.0,0.02,0.87,0.97,16.94,8.4,24.61,42.04,57.96,10.17,0.29,10.6,01109
01,111,22648,42.8,36924.0,85800.0,2.49,8915,603.0,8059,48.97,51.03,11.46,12.14,17.22,17.88,8.28,10.61,7.53,1.8,77.21,19.96,0.26,0.17,0.22,0.49,2.95,1.7,20.03,6.5,19.92,28.74,71.26,10.3,0.19,14.18,01111
01,113,58302,34.8,37049.0,111000.0,2.59,22241,732.0,23332,48.62,51.38,15.48,15.94,15.04,15.75,5.04,7.39,10.12,2.49,53.23,41.87,0.35,0.75,0.2,0.68,4.84,2.92,16.88,6.98,20.68,41.23,58.77,11.06,0.12,15.79,01113
01,115,85864,39.8,51859.0,140000.0,2.62,31979,699.0,35048,50.24,49.76,13.83,13.21,17.49,17.58,6.68,8.01,7.6,1.81,87.39,9.47,0.43,0.84,0.0,0.92,2.23,0.94,19.7,6.86,15.63,19.85,80.15,8.36,0.07,10.33,01115
01,117,203530,37.9,70187.0,192800.0,2.66,75534,944.0,94684,48.71,51.29,13.82,14.66,16.85,17.65,5.49,6.9,6.47,5.56,81.31,11.76,0.27,2.04,0.03,3.33,5.85,1.26,12.17,18.16,8.2,21.11,78.89,5.47,0.09,8.78,01117
01,119,13341,36.7,19501.0,72900.0,2.61,4815,555.0,4236,44.26,55.74,14.92,17.94,14.31,16.89,6.12,9.68,4.83,1.47,25.0,72.45,0.39,1.69,0.0,0.17,0.4,0.3,22.55,5.97,40.27,32.11,67.89,16.84,0.08,18.96,01119
01,121,81437,40.9,35155.0,93400.0,2.49,31424,584.0,29207,48.5,51.5,13.09,13.43,17.53,18.02,6.8,8.81,7.19,1.56,64.66,31.95,0.35,0.45,0.04,0.75,2.17,1.79,20.24,5.62,22.04,28.94,71.06,13.76,0.27,12.29,01121
01,123,41153,42.8,39206.0,103400.0,2.48,16323,575.0,15027,47.61,52.39,11.83,12.48,17.14,18.15,8.45,10.45,8.03,1.54,70.29,27.71,0.35,0.04,0.0,0.83,2.47,0.78,19.6,7.96,22.15,28.63,71.37,9.02,0.11,11.7,01123
01,125,200458,31.9,46565.0,156500.0,2.75,69128,785.0,84072,48.28,51.72,19.06,19.73,13.75,15.03,4.84,6.6,5.31,3.51,66.15,30.58,0.17,1.47,0.03,0.63,3.22,0.97,15.61,10.59,18.1,36.12,63.88,7.57,0.18,10.2,01125
01,127,65923,42.4,35843.0,82800.0,2.54,25602,584.0,23193,48.56,51.44,12.46,12.19,17.29,18.17,7.61,10.08,7.39,1.34,91.12,5.77,0.06,0.37,0.0,0.57,2.26,2.11,19.46,4.54,22.14,26.01,73.99,11.39,0.12,13.35,01127
01,129,16997,40.9,42811.0,85700.0,2.75,6133,569.0,5463,49.95,50.05,12.91,12.37,17.09,18.29,7.25,8.65,5.15,0.72,65.64,24.85,8.09,0.37,0.0,0.62,1.26,0.43,27.58,4.56,18.83,16.08,83.92,19.98,0.0,15.39,01129
01,131,11235,40.2,23750.0,77300.0,2.86,3843,424.0,2704,47.85,52.15,11.76,12.54,15.43,17.83,7.17,9.95,4.67,0.0,27.35,72.02,0.04,0.0,0.0,0.59,0.59,0.0,25.07,5.3,36.72,31.17,68.83,20.77,0.04,16.02,01131
01,133,24130,43.9,33194.0,81500.0,2.53,9406,515.0,8265,49.22,50.78,11.26,11.74,18.74,17.64,8.69,10.76,6.46,1.22,96.17,0.51,0.75,0.18,0.07,0.11,2.76,2.21,19.4,4.89,21.37,23.79,76.21,9.64,0.0,13.21,01133
02,013,3304,42.4,61518.0,126100.0,2.43,690,930.0,2436,66.53,33.47,22.97,9.41,33.23,16.31,3.36,2.48,3.3,45.13,21.55,9.2,29.63,30.54,1.12,3.72,12.05,4.24,27.66,9.26,16.74,46.52,53.48,2.85,0.36,56.2,02013
02,016,5684,36.8,84306.0,217500.0,3.59,1138,1270.0,3623,59.69,40.31,22.08,12.24,25.69,14.07,3.5,1.78,5.07,35.4,31.56,4.73,12.98,37.16,2.48,5.3,10.96,5.79,22.64,7.09,8.78,67.75,32.25,2.14,0.0,23.45,02016
02,020,299107,32.5,78326.0,290500.0,2.77,105175,1197.0,151486,51.19,48.81,18.57,16.27,15.73,15.76,3.96,4.56,9.74,9.96,64.94,5.85,6.6,8.8,2.15,1.75,8.59,9.9,12.46,13.25,8.0,39.99,60.01,6.7,1.02,14.92,02020
02,050,17776,26.7,51012.0,165700.0,3.86,4488,1169.0,5767,52.6,47.4,16.14,15.45,14.55,11.69,3.24,3.23,4.12,1.85,12.02,0.8,81.09,1.18,0.4,0.34,1.83,4.17,19.61,4.02,24.55,35.43,64.57,17.64,0.16,25.21,02050
02,060,970,39.7,79750.0,187500.0,2.5,377,1063.0,511,57.01,42.99,15.67,9.79,24.54,18.14,4.12,2.99,6.29,1.96,56.39,0.52,29.28,0.72,0.21,1.96,7.11,10.93,18.04,9.07,7.11,45.89,54.11,5.42,0.1,19.69,02060
02,068,2060,35.9,81544.0,190200.0,2.34,681,1044.0,902,54.66,45.34,16.7,18.11,21.65,16.6,4.13,2.82,8.5,6.75,87.33,0.63,3.54,2.86,0.0,0.0,2.62,5.63,15.1,16.36,12.33,24.67,75.33,2.34,0.53,24.42,02068
02,070,4979,29.7,54173.0,195100.0,3.56,1349,950.0,1675,52.0,48.0,15.44,14.98,16.51,13.56,4.08,3.7,3.76,1.67,18.72,0.34,72.69,1.45,0.02,0.48,2.89,6.31,18.76,6.19,17.96,39.73,60.27,12.46,0.4,29.04,02070
02,090,99705,30.4,71068.0,218100.0,2.69,35582,1216.0,49166,53.64,46.36,22.27,16.72,14.83,13.97,3.8,3.75,11.33,5.08,76.65,4.35,6.31,2.63,0.63,0.89,7.38,8.54,11.31,11.99,7.77,41.89,58.11,7.94,0.75,12.32,02090
02,100,2560,45.5,58750.0,211400.0,2.12,1176,868.0,1294,54.18,45.82,13.48,12.66,21.52,19.45,10.12,6.41,9.1,7.07,80.55,0.04,6.41,3.01,0.0,0.51,1.52,9.49,19.26,18.12,5.27,30.95,69.05,3.03,0.9,25.39,02100
02,105,2128,47.8,52419.0,233400.0,2.26,892,725.0,931,53.05,46.95,13.44,9.4,23.73,21.43,8.32,5.55,9.35,5.36,50.23,2.21,33.27,2.63,0.05,0.61,2.21,11.0,20.3,13.53,11.84,33.74,66.26,13.12,0.89,28.95,02105
02,110,32531,37.0,85746.0,323500.0,2.62,12114,1188.0,16942,51.17,48.83,15.74,15.43,19.1,17.44,4.57,5.15,7.84,7.84,69.0,1.27,12.35,6.81,1.09,1.19,6.1,8.3,11.43,16.77,6.49,36.35,63.65,5.22,2.35,14.28,02110
02,122,57221,40.5,63684.0,219100.0,2.57,21485,940.0,23008,52.38,47.62,14.49,11.95,19.16,17.93,7.03,6.35,10.31,2.79,84.09,0.63,7.61,1.28,0.07,0.56,3.71,5.76,17.93,9.91,9.71,27.55,72.45,9.38,0.31,20.74,02122
02,130,13699,38.7,64222.0,252500.0,2.55,5267,1033.0,6452,51.38,48.62,15.43,13.06,18.83,18.1,5.67,5.87,9.35,7.8,67.74,0.42,14.31,7.31,0.05,0.66,4.84,9.51,16.99,10.69,11.97,41.22,58.78,7.91,1.4,18.32,02130
02,150,13973,32.4,70887.0,245400.0,2.98,4577,981.0,7115,53.45,46.55,17.84,14.36,17.22,15.29,3.85,4.04,6.49,17.03,54.03,0.47,14.0,21.28,1.12,2.8,8.49,6.31,13.89,11.1,11.11,39.92,60.08,6.26,0.31,24.33,02150
02,158,7914,23.0,38229.0,108000.0,4.65,1683,514.0,1927,53.07,46.93,16.53,14.62,12.84,10.5,2.44,2.82,3.69,0.87,4.7,0.35,88.01,0.44,0.05,0.0,1.02,6.44,19.57,1.68,33.13,23.11,76.89,28.58,0.03,28.03,02158
02,164,1474,31.1,50781.0,145000.0,2.9,491,707.0,621,49.59,50.41,15.26,14.25,17.5,15.54,2.85,3.53,4.0,3.6,22.05,0.54,68.66,3.19,0.68,0.14,2.17,4.75,21.1,4.82,16.76,34.42,65.58,9.75,0.47,35.01,02164
02,170,96178,34.6,72983.0,224900.0,3.03,31098,1073.0,37464,52.2,47.8,15.8,13.77,17.49,16.17,4.62,4.48,10.64,3.84,84.03,1.0,5.27,1.44,0.26,0.71,4.46,7.29,16.07,8.62,9.83,24.33,75.67,9.78,0.44,18.09,02170
02,180,9854,27.8,48868.0,123500.0,3.26,2925,1188.0,3337,53.5,46.5,16.76,14.42,14.85,12.36,3.71,3.46,5.89,1.72,17.45,0.73,70.15,1.21,0.19,0.14,1.96,10.12,19.14,5.61,26.3,43.62,56.38,16.48,0.09,27.59,02180
02,185,9667,33.9,72576.0,141100.0,3.28,1962,1087.0,4658,63.85,36.15,21.01,11.76,26.61,10.62,2.69,2.03,7.42,6.48,32.97,0.66,48.05,5.33,5.55,1.85,3.62,5.59,20.82,6.75,10.1,46.48,53.52,9.35,1.55,22.32,02185
02,188,7732,26.1,63648.0,124500.0,3.97,1903,1141.0,2380,53.87,46.13,16.9,14.96,15.34,10.66,3.07,3.62,4.01,0.94,12.27,0.32,82.04,0.76,0.03,0.58,1.84,4.0,18.51,3.57,23.59,44.3,55.7,21.9,0.14,32.02,02188
02,195,3221,40.4,67935.0,218800.0,2.4,1284,938.0,1527,53.03,46.97,15.9,10.37,19.37,18.72,6.24,6.02,7.95,6.09,72.18,3.01,6.02,2.3,0.43,5.22,9.44,10.84,19.28,12.85,10.15,32.71,67.29,8.37,0.43,21.76,02195
02,198,6376,39.7,48523.0,162600.0,2.77,2268,811.0,2534,54.39,45.61,14.13,11.56,21.24,17.5,6.21,4.81,8.47,1.58,46.71,0.19,41.91,0.77,0.25,0.19,3.22,9.99,23.34,6.9,14.44,28.35,71.65,13.87,0.38,33.16,02198
02,220,8943,38.9,70376.0,338600.0,2.49,3472,1057.0,4469,51.26,48.74,15.06,13.89,18.32,17.39,5.79,6.72,7.96,8.44,64.86,1.08,14.73,5.88,0.34,1.03,6.04,12.09,12.26,12.92,8.92,40.78,59.22,3.82,0.95,17.14,02220
02,230,999,43.7,69318.0,324600.0,2.15,406,1020.0,613,52.75,47.25,16.22,14.11,26.23,20.02,4.9,3.6,8.01,9.71,78.28,0.0,6.11,10.61,0.0,0.5,4.5,4.5,21.52,21.22,4.4,45.07,54.93,7.78,0.3,24.82,02230
02,240,7029,35.8,62670.0,197300.0,3.11,2117,1176.0,2545,55.61,44.39,15.76,11.78,19.75,14.45,6.03,4.77,12.09,10.44,79.73,1.14,10.56,1.44,0.47,1.21,4.78,5.46,17.97,7.65,14.38,29.85,70.15,9.37,0.0,21.61,02240
02,261,9617,36.6,78810.0,200700.0,3.1,3010,974.0,4107,53.42,46.58,15.59,12.34,20.36,17.51,4.86,4.89,8.63,4.44,73.25,0.0,15.61,3.2,0.44,1.2,4.42,6.31,15.24,12.93,10.7,29.4,70.6,10.7,0.27,22.63,02261
