state,county,pop_total_2019,median_age_2019,median_income_2019,households_median_value_2019,households_avg_size_2019,households_total_2019,households_median_gross_rent_2019,mean_travel_time_2019,pop_total_male_rate_2019,pop_total_female_rate_2019,pop_18_39_male_rate_2019,pop_18_39_female_rate_2019,pop_40_64_male_rate_2019,pop_40_64_female_rate_2019,pop_over_65_male_rate_2019,pop_over_65_female_rate_2019,veterans_rate_2019,inmigrants_rate_2019,white_rate_2019,black_rate_2019,native_rate_2019,asian_rate_2019,pacific_rate_2019,other_rate_2019,hispanic_rate_2019,two_more_races_rate_2019,high_school_rate_2019,bachelors_rate_2019,poverty_rate_2019,households_renter_rate_2019,households_owner_rate_2019,unemployment_rate_2019,public_transport_rate_2019,no_health_insurance_rate_2019,county_fips
01,001,55380,38.2,58731,154500,2.56,21397,986,23796,48.63,51.37,14.27,14.22,15.65,17.06,6.49,8.47,9.52,2.35,76.79,19.03,0.25,1.03,0.05,0.68,2.83,2.16,19.21,10.87,15.06,26.71,73.29,3.68,0.29,6.96,01001
01,003,212830,43.0,58320,197900,2.59,80930,1020,87084,48.63,51.37,12.27,12.47,16.02,17.53,9.27,10.71,9.24,3.72,86.21,9.26,0.77,0.93,0.0,1.14,4.56,1.69,15.9,14.94,10.2,24.75,75.25,4.26,0.02,8.78,01003
01,005,25361,40.4,32525,90700,2.41,9345,576,8108,52.92,47.08,17.03,11.51,17.41,14.56,7.99,10.58,5.24,2.72,46.8,47.58,0.32,0.53,0.0,3.57,4.36,1.2,20.1,5.39,27.11,39.1,60.9,9.17,0.11,10.03,01005
01,007,22493,40.9,47542,92800,2.99,6891,734,7910,54.02,45.98,16.54,11.99,18.81,16.13,7.1,8.84,6.37,1.51,76.79,22.29,0.13,0.12,0.0,0.04,2.57,0.63,25.35,4.64,16.63,25.58,74.42,7.28,0.0,9.79,01007
01,009,57681,40.7,49358,127800,2.74,20847,667,21361,49.4,50.6,12.79,12.36,16.79,16.95,7.99,9.91,5.92,4.54,95.46,1.61,0.08,0.37,0.04,0.85,9.26,1.59,18.57,5.95,13.42,21.22,78.78,3.36,0.05,10.68,01009
01,011,10248,40.2,37785,70300,2.79,3521,654,4239,54.36,45.64,17.9,10.95,18.96,15.43,6.86,9.14,2.61,0.7,21.9,74.8,0.0,0.49,0.0,2.05,2.56,0.76,24.85,5.14,27.57,28.88,71.12,3.87,0.0,10.95,01011
01,013,19828,40.8,40688,95900,3.0,6506,620,7724,45.8,54.2,12.49,13.83,14.14,17.4,8.05,11.62,5.1,0.77,51.85,45.4,0.06,0.35,0.0,0.21,1.4,2.14,27.06,6.77,22.18,30.05,69.95,6.8,0.06,8.54,01013
01,015,114618,39.6,47255,118000,2.5,44605,716,46008,48.11,51.89,14.14,14.6,15.5,16.77,7.3,9.92,8.43,2.66,73.67,20.79,0.33,0.88,0.01,1.92,3.8,2.39,18.11,7.25,17.42,29.93,70.07,8.08,0.16,9.37,01015
01,017,33660,42.0,42289,97100,2.46,13448,749,14085,47.8,52.2,13.27,13.48,15.86,17.17,8.23,10.99,6.24,1.84,57.7,39.56,0.33,1.12,0.0,0.27,2.38,1.02,20.63,6.71,16.97,32.54,67.46,3.94,0.11,10.19,01017
01,019,25903,46.5,41919,123400,2.39,10737,620,9703,49.33,50.67,11.78,10.44,17.03,18.07,10.42,12.01,7.27,0.86,92.85,4.6,1.08,0.25,0.0,0.35,1.59,0.87,23.81,4.84,13.74,22.66,77.34,4.43,0.08,8.56,01019
01,021,44055,38.7,47468,107300,2.58,16927,726,16871,48.71,51.29,13.66,13.49,15.83,16.87,7.27,8.74,5.77,4.56,83.61,9.17,0.82,0.44,0.0,3.47,7.85,2.48,25.2,5.54,18.84,25.5,74.5,6.41,0.0,12.9,01021
01,023,12925,46.3,35892,74100,2.4,5300,525,3997,47.54,52.46,11.63,11.13,15.49,19.0,9.86,12.74,6.88,0.63,56.77,42.55,0.06,0.13,0.0,0.09,0.41,0.39,22.73,5.53,22.96,19.09,80.91,7.9,0.0,10.24,01023
01,025,24128,42.5,37404,112500,2.61,9090,555,7588,47.26,52.74,12.04,13.4,15.77,17.48,8.48,10.91,4.87,0.24,52.97,45.77,0.11,0.43,0.0,0.0,0.33,0.72,25.65,5.03,22.73,29.9,70.1,12.2,0.0,9.55,01025
01,027,13337,43.3,40845,107800,2.52,5198,535,5215,48.27,51.73,11.79,13.67,16.77,16.71,9.06,11.17,4.74,2.0,83.17,15.56,0.28,0.16,0.0,0.13,3.14,0.7,23.05,4.21,17.56,24.55,75.45,5.41,0.0,10.15,01027
01,029,14916,43.1,44741,116500,2.6,5680,585,5246,49.0,51.0,11.87,12.03,16.85,17.12,8.8,10.63,4.67,1.62,93.86,2.75,0.09,0.02,0.0,1.33,2.46,1.95,21.78,7.08,16.97,23.87,76.13,5.95,0.01,12.12,01029
01,031,51662,39.3,55637,147400,2.56,19924,803,21778,49.32,50.68,13.97,13.49,15.86,16.4,7.27,9.28,12.17,3.99,75.72,16.9,1.24,1.44,0.0,1.35,7.28,3.35,15.25,10.44,14.85,34.26,65.74,5.74,0.01,9.45,01031
01,033,54771,42.4,48065,120800,2.48,21880,697,21984,47.99,52.01,12.91,12.99,15.95,17.63,8.3,11.13,7.02,1.94,79.04,16.2,0.58,0.47,0.09,1.58,2.84,2.04,22.12,8.2,15.32,27.81,72.19,4.35,0.05,7.15,01033
01,035,12394,44.8,37837,81000,2.71,4553,536,4139,49.04,50.96,12.49,12.05,14.89,17.41,10.09,12.06,4.64,0.94,50.73,47.76,0.2,0.45,0.0,0.02,0.68,0.85,32.87,5.84,17.44,23.9,76.1,9.24,0.07,12.64,01035
01,037,10757,48.4,38990,84000,2.57,4032,589,3881,50.78,49.22,11.21,9.91,19.88,19.66,10.53,12.06,8.65,0.49,65.8,33.61,0.08,0.0,0.0,0.51,1.01,0.0,24.9,6.59,13.01,20.76,79.24,2.87,0.0,7.68,01037
01,039,37200,43.3,42189,97600,2.46,14852,612,14446,48.35,51.65,12.15,12.7,15.87,16.56,9.01,11.76,7.79,0.83,84.57,13.49,0.06,0.49,0.09,0.18,1.69,1.12,21.88,6.99,18.16,25.53,74.47,8.36,0.01,10.93,01039
01,041,13844,41.7,43163,81000,2.77,4943,537,5367,48.74,51.26,13.14,12.55,15.74,17.29,8.15,10.7,5.12,1.39,71.36,23.32,0.7,1.26,0.07,0.16,0.79,3.13,23.52,8.91,14.92,24.52,75.48,3.42,0.32,8.56,01041
01,043,82853,40.8,44918,128600,2.63,31034,706,33080,49.19,50.81,13.4,12.66,16.32,16.8,8.13,10.11,6.22,2.57,95.11,1.3,0.28,0.38,0.0,0.9,4.36,2.03,19.32,6.18,14.64,25.19,74.81,5.09,0.03,10.97,01043
01,045,49277,37.3,47214,112000,2.55,18806,730,19744,49.32,50.68,15.51,14.39,14.68,15.92,7.29,9.11,11.76,3.51,72.36,20.29,0.78,1.42,0.01,1.85,6.51,3.29,17.26,8.21,17.1,39.91,60.09,7.98,0.01,10.9,01045
01,047,39149,39.6,33845,83300,2.42,15910,643,13763,46.08,53.92,12.02,14.76,14.61,17.13,7.32,10.07,4.62,1.29,27.86,70.74,0.09,0.57,0.05,0.07,1.07,0.62,20.93,5.89,28.62,40.66,59.34,11.05,0.0,11.02,01047
01,049,71310,39.5,40440,106100,2.7,26040,628,28431,49.53,50.47,12.67,13.44,16.79,15.87,7.37,9.29,4.74,7.3,85.44,1.46,1.18,0.12,0.79,8.6,14.55,2.42,17.91,5.23,20.8,28.47,71.53,3.95,0.07,13.52,01049
01,051,81144,38.7,60891,166600,2.58,29708,892,33106,48.34,51.66,14.54,14.69,15.72,17.74,6.71,8.14,8.13,2.11,75.3,21.5,0.26,0.54,0.0,0.73,2.96,1.66,18.04,11.27,10.87,26.74,73.26,4.61,0.02,6.97,01051
01,053,37057,40.0,36275,99400,2.61,13089,616,12517,50.88,49.12,15.42,12.22,16.61,15.66,7.64,10.08,5.72,0.7,62.21,32.05,3.99,0.28,0.15,0.29,2.33,1.03,24.64,5.7,20.38,31.68,68.32,10.99,0.11,13.11,01053
01,055,102748,41.4,44637,113700,2.6,38942,669,40256,48.24,51.76,13.19,13.39,16.0,17.1,8.04,10.71,6.62,2.83,79.83,15.89,0.57,0.74,0.02,1.15,3.88,1.79,18.11,7.69,17.15,27.41,72.59,5.54,0.04,10.49,01055
01,057,16494,43.7,39856,88500,2.38,6802,527,6131,49.34,50.66,11.71,12.67,16.92,16.76,9.11,11.73,6.59,0.93,85.29,11.81,0.0,0.47,0.04,0.0,1.8,2.38,23.4,6.44,19.07,22.74,77.26,6.34,0.0,7.49,01057
01,059,31466,38.6,43514,95000,2.83,11048,581,12621,49.82,50.18,13.9,12.11,15.71,16.37,7.45,9.4,4.23,8.96,83.0,4.4,1.3,0.37,0.0,9.63,17.16,1.3,20.87,5.78,19.09,29.21,70.79,4.75,0.03,11.62,01059
01,061,26417,43.2,41732,100900,2.52,10383,625,9846,48.59,51.41,11.65,12.52,16.95,16.88,8.8,11.17,9.02,1.49,86.57,9.61,0.95,0.44,0.05,0.79,3.98,1.6,20.36,5.37,21.74,28.0,72.0,5.41,0.0,12.51,01061
01,063,8324,40.9,24145,80400,2.8,2951,612,2310,46.2,53.8,13.79,12.4,12.78,17.1,9.0,12.3,5.49,0.28,17.29,79.51,0.44,0.0,0.0,0.1,1.74,2.67,25.22,4.24,37.72,32.94,67.06,11.49,0.0,12.7,01063
01,065,14809,40.5,34046,89300,2.59,5650,577,5075,47.5,52.5,12.64,13.76,14.4,17.12,8.23,10.52,5.46,0.24,39.53,59.4,0.2,0.22,0.0,0.22,0.03,0.43,24.13,6.25,23.78,24.16,75.84,10.85,0.06,9.33,01065
01,067,17133,44.4,50017,118800,2.53,6630,627,6594,48.56,51.44,12.54,11.54,15.3,17.53,9.64,12.46,7.28,0.9,70.73,26.64,0.18,0.4,0.1,0.78,2.62,1.17,19.27,7.3,13.52,16.67,83.33,5.89,0.0,9.65,01067
01,069,104702,40.1,47580,137600,2.64,39311,754,42623,47.94,52.06,12.9,13.7,15.6,17.3,7.42,9.82,7.53,2.39,69.1,26.89,0.26,0.89,0.06,0.61,3.32,2.2,17.65,9.25,18.04,34.3,65.7,6.42,0.02,10.41,01069
01,071,51852,43.1,41769,104900,2.47,20695,590,19414,48.95,51.05,12.29,12.37,17.04,17.62,8.59,10.92,5.35,1.37,91.52,3.49,1.21,0.45,0.11,0.51,2.93,2.72,23.08,6.8,18.39,24.48,75.52,5.13,0.02,9.42,01071
01,073,659680,37.7,53901,159100,2.47,261231,900,289916,47.3,52.7,14.48,15.52,14.8,16.86,6.38,9.05,5.58,4.09,51.81,42.95,0.22,1.58,0.03,1.76,3.87,1.65,15.4,13.88,15.68,37.3,62.7,6.47,0.4,9.13,01073
01,075,13885,44.8,38364,80900,2.34,5856,425,5146,48.85,51.15,10.7,11.08,17.36,17.41,9.31,12.17,5.45,0.85,87.53,10.65,0.02,0.12,0.0,0.87,1.65,0.8,22.95,5.89,20.36,24.37,75.63,8.85,0.25,10.47,01075
01,077,92556,41.0,48094,145000,2.35,38471,663,38848,48.15,51.85,14.44,14.72,14.91,16.44,8.52,11.17,6.48,1.96,86.91,10.37,0.39,0.64,0.07,0.24,2.68,1.38,20.84,10.22,14.23,31.86,68.14,4.71,0.0,8.92,01077
01,079,33058,42.4,44886,110500,2.59,12677,551,11982,48.26,51.74,12.93,12.87,16.67,17.65,7.95,10.2,4.64,0.9,78.04,10.59,5.6,0.2,0.08,0.3,2.19,5.19,24.26,5.96,17.87,22.34,77.66,5.27,0.07,8.98,01079
01,081,161152,31.9,51463,169300,2.58,60237,856,70929,49.3,50.7,19.8,19.27,13.29,14.7,5.22,6.38,6.17,5.56,70.34,22.91,0.18,4.28,0.01,0.4,3.68,1.87,11.52,11.8,18.88,38.39,61.61,5.17,0.33,7.71,01081
01,083,94727,39.7,59686,158800,2.86,32143,691,39178,49.92,50.08,14.45,13.15,17.29,17.19,6.77,8.35,7.57,3.67,80.23,13.75,0.76,1.38,0.08,1.96,6.02,1.82,16.54,12.09,13.13,22.38,77.62,6.24,0.09,9.31,01083
01,085,10079,42.0,30036,70000,2.35,4251,586,3327,47.83,52.17,12.34,13.02,15.77,17.93,7.84,10.58,2.98,0.75,24.77,74.63,0.13,0.0,0.0,0.0,0.5,0.47,25.33,6.47,26.43,25.74,74.26,9.9,0.13,8.67,01085
01,087,18708,38.6,33370,80800,2.2,7474,641,6834,45.93,54.07,15.26,18.54,13.62,15.9,8.09,11.23,7.19,0.6,16.04,83.17,0.09,0.17,0.0,0.06,0.81,0.48,16.19,7.56,21.35,34.52,65.48,11.33,0.1,7.4,01087
01,089,362276,38.5,65449,186100,2.38,148189,857,168546,48.84,51.16,15.07,14.8,16.16,17.31,6.42,8.26,9.06,5.51,67.94,24.29,0.59,2.64,0.09,1.36,4.95,3.09,11.11,17.76,12.16,33.16,66.84,5.01,0.09,8.19,01089
01,091,19321,42.2,33241,84400,2.59,7361,563,6325,48.13,51.87,12.31,13.07,15.07,17.46,8.36,10.94,4.9,0.38,45.75,53.56,0.11,0.0,0.0,0.14,1.01,0.43,22.92,5.88,21.6,28.52,71.48,7.97,0.0,8.73,01091
01,093,29866,44.3,35930,92800,2.45,11997,512,11463,49.49,50.51,12.25,12.02,16.98,16.69,9.17,11.89,4.64,1.24,92.88,3.58,0.47,0.18,0.0,1.19,2.6,1.7,20.45,5.64,17.2,24.86,75.14,5.46,0.02,8.61,01093
01,095,95643,38.8,45983,128800,2.71,34883,649,37738,49.38,50.62,13.25,13.05,15.95,15.94,7.3,9.53,6.17,7.35,93.02,2.67,0.4,0.6,0.05,1.46,13.97,1.8,15.59,8.68,20.02,29.82,70.18,4.27,0.18,12.19,01095
01,097,414114,37.9,47583,130200,2.6,156251,853,165076,47.66,52.34,13.79,15.05,15.14,16.62,6.78,9.0,6.81,3.13,58.61,35.75,0.77,1.91,0.01,1.1,2.9,1.84,19.4,10.38,18.42,35.45,64.55,5.83,0.19,11.09,01097
01,099,21270,43.3,30441,102200,2.57,8166,582,6149,47.77,52.23,11.27,13.23,16.08,17.82,8.39,10.89,6.28,0.52,54.48,42.44,1.75,0.27,0.03,0.1,0.38,0.94,29.82,6.28,27.59,36.36,63.64,15.43,0.12,11.3,01099
01,101,226941,36.4,50124,129800,2.46,89527,884,96594,47.17,52.83,14.75,15.81,14.42,16.87,6.1,8.49,7.34,4.7,35.81,57.9,0.21,2.81,0.02,1.37,3.52,1.88,13.36,13.01,18.7,41.62,58.38,6.58,0.21,9.81,01101
01,103,119213,40.6,52156,137000,2.55,45918,658,50178,49.25,50.75,13.51,12.71,16.53,17.18,7.42,9.7,6.26,4.57,79.91,12.78,0.48,0.64,0.08,3.87,8.36,2.25,16.66,10.63,14.37,27.28,72.72,5.08,0.08,9.47,01103
01,105,9293,36.9,23447,65000,2.76,3070,507,2539,45.87,54.13,17.28,17.39,10.73,13.94,7.7,11.36,4.36,2.14,29.45,69.85,0.03,0.09,0.0,0.58,1.18,0.0,20.13,8.15,28.11,28.14,71.86,10.14,0.0,9.1,01105
01,107,20243,42.2,39848,96000,2.41,7637,457,6386,47.61,52.39,13.7,14.72,15.13,18.07,8.28,10.19,5.94,3.44,56.7,40.18,0.14,0.06,0.06,1.37,4.87,1.49,22.12,7.13,20.77,24.75,75.25,10.26,0.12,8.38,01107
01,109,33333,31.2,37446,120000,2.71,11601,669,13599,47.94,52.06,19.41,20.44,11.84,14.07,6.64,8.2,5.75,4.25,57.9,36.83,0.56,2.2,0.01,0.07,2.25,2.42,17.42,8.15,23.1,37.72,62.28,6.14,0.11,9.69,01109
01,111,22647,43.4,43395,96100,2.55,8702,620,8416,48.82,51.18,11.95,12.4,16.26,17.36,9.17,11.24,6.06,1.29,77.06,20.41,0.17,0.21,0.0,0.37,2.95,1.79,19.41,6.68,16.55,23.35,76.65,4.16,0.04,8.98,01111
01,113,57952,36.3,42443,122000,2.47,23262,803,23880,48.08,51.92,14.8,14.89,15.26,16.75,5.72,8.13,10.04,3.66,49.21,43.66,0.31,0.95,0.04,2.23,5.49,3.6,17.1,7.68,20.32,39.82,60.18,6.44,0.0,11.12,01113
01,115,87989,40.3,58308,154900,2.68,32036,819,37061,50.02,49.98,13.63,13.1,17.09,17.14,7.38,8.9,7.16,1.6,87.25,9.6,0.4,0.85,0.01,0.7,2.42,1.18,19.97,7.4,11.92,20.11,79.89,5.34,0.1,8.27,01115
01,117,213432,39.3,77799,211900,2.64,79630,1047,99942,48.42,51.58,13.24,13.9,16.55,17.72,6.62,8.24,5.93,5.61,80.12,12.12,0.34,2.06,0.02,3.32,5.72,2.0,11.33,19.35,7.38,19.47,80.53,3.62,0.02,6.14,01117
01,119,12797,35.6,24320,74400,2.29,5202,518,4001,46.32,53.68,15.97,18.46,12.97,15.84,7.05,10.41,3.76,1.65,25.23,71.92,0.07,2.14,0.0,0.39,0.53,0.24,21.11,7.2,29.55,35.93,64.07,9.72,0.26,12.41,01119
01,121,80387,41.3,41325,105300,2.45,31395,628,29673,48.3,51.7,13.06,13.87,16.61,17.51,7.82,9.66,6.53,1.53,63.94,32.61,0.43,0.61,0.11,0.63,2.29,1.66,18.84,6.56,18.23,28.71,71.29,8.49,0.09,8.99,01121
01,123,40541,44.7,45828,109300,2.46,16205,665,14545,48.28,51.72,11.59,12.24,16.57,17.73,9.56,11.42,6.87,1.47,69.95,27.44,0.22,0.36,0.0,0.75,2.42,1.28,18.59,8.37,18.61,25.14,74.86,9.87,0.04,8.05,01123
01,125,207305,33.0,53326,170400,2.72,72461,846,89310,48.24,51.76,18.43,19.27,13.52,14.87,5.55,7.32,4.85,3.78,64.22,31.99,0.22,1.61,0.04,0.86,3.72,1.06,15.63,11.44,16.76,36.25,63.75,5.81,0.24,7.19,01125
01,127,64110,42.1,43629,104300,2.53,25019,626,23376,49.06,50.94,13.22,12.57,15.87,17.09,8.37,10.65,6.06,1.48,90.59,6.18,0.22,0.52,0.0,0.73,2.49,1.76,20.52,5.14,17.84,22.75,77.25,8.37,0.04,11.62,01127
01,129,16541,43.7,41370,89100,2.74,5990,730,5437,49.33,50.67,11.74,11.38,17.85,17.71,8.39,10.04,5.81,2.71,66.33,23.54,7.38,0.25,0.0,0.09,1.46,2.4,26.85,4.84,20.86,17.35,82.65,7.26,0.0,9.32,01129
01,131,10681,40.5,31014,79400,2.71,3854,509,2882,46.94,53.06,12.52,12.7,14.57,17.11,8.31,10.65,3.58,0.62,27.29,69.38,0.18,0.03,0.0,0.0,0.53,3.13,24.19,5.87,29.13,32.1,67.9,15.3,0.08,10.62,01131
01,133,23784,45.2,35788,86100,2.44,9592,529,8590,49.53,50.47,11.6,12.31,17.63,16.41,9.7,11.64,5.79,1.5,96.05,0.73,0.34,0.16,0.05,0.8,3.15,1.87,23.22,5.26,17.35,20.59,79.41,7.29,0.11,12.11,01133
02,013,3385,42.5,69250,119900,2.61,890,939,2047,60.06,39.94,21.24,10.34,26.41,18.32,4.52,4.87,4.25,27.09,15.07,4.19,46.68,19.68,1.0,4.19,9.01,9.19,31.58,6.14,13.74,36.18,63.82,3.88,0.18,46.23,02013
02,016,5698,38.6,87466,279200,3.74,1187,1341,3708,59.32,40.68,21.87,13.39,25.92,15.5,2.88,3.21,4.97,41.65,29.13,3.35,10.78,40.28,2.65,5.12,14.06,8.69,25.25,10.09,6.55,71.78,28.22,2.1,0.54,16.83,02016
02,020,293531,33.6,84928,314800,2.69,106567,1320,147034,50.99,49.01,18.27,16.4,15.19,15.14,4.94,5.57,9.18,10.9,62.6,5.57,7.92,9.63,2.45,2.35,9.17,9.48,12.44,14.51,8.81,38.66,61.34,5.68,0.79,10.78,02020
02,050,18134,27.3,53553,83600,3.83,4489,1352,5758,52.26,47.74,16.92,15.5,13.58,11.57,3.52,3.65,3.48,2.29,11.15,0.74,83.13,1.08,0.22,0.25,2.6,3.44,21.42,4.03,27.46,41.84,58.16,18.45,0.19,20.06,02050
02,060,875,42.9,79808,188800,2.51,314,1120,433,59.89,40.11,16.46,8.46,27.09,17.49,6.17,3.77,8.91,2.17,52.69,0.57,34.17,0.23,0.23,1.6,3.66,10.51,22.51,13.71,6.97,46.18,53.82,9.65,0.23,20.11,02060
02,068,2246,42.1,81719,223000,2.32,613,845,1410,53.47,46.53,18.25,19.37,22.62,18.83,5.88,3.43,5.88,7.7,84.24,1.16,2.18,2.58,0.0,0.22,0.31,9.62,15.36,19.01,15.76,18.43,81.57,1.5,0.45,17.99,02068
02,070,4961,30.2,56898,183500,3.2,1427,1020,1823,51.24,48.76,17.23,16.05,13.16,12.38,5.85,4.21,2.84,2.32,17.46,1.59,71.94,1.35,0.06,0.62,3.71,6.97,18.52,5.24,16.99,37.98,62.02,11.93,0.2,20.84,02070
02,090,99072,31.3,76992,240000,2.62,36188,1305,49137,53.92,46.08,22.35,16.45,14.25,13.0,4.99,4.8,11.41,5.37,75.42,4.45,7.92,3.24,0.54,1.12,8.05,7.31,10.58,11.85,7.65,41.08,58.92,6.55,0.46,9.07,02090
02,100,2518,44.7,58059,254000,2.46,1007,951,916,51.51,48.49,8.46,10.09,17.32,13.5,14.5,10.64,6.75,5.12,81.61,0.0,8.82,1.31,0.16,0.28,4.49,7.82,17.51,12.03,11.04,33.57,66.43,4.76,0.08,13.34,02100
02,105,2139,49.6,59803,223600,2.51,791,894,905,53.39,46.61,13.65,9.12,22.02,19.64,11.59,8.93,9.26,5.61,46.1,3.18,37.59,1.59,0.0,1.12,6.83,10.43,26.98,12.44,10.33,24.53,75.47,10.67,1.17,24.68,02105
02,110,32227,38.1,88390,345900,2.5,12676,1310,16279,51.21,48.79,16.29,15.27,17.67,16.69,6.04,6.5,7.25,8.78,68.01,0.99,10.58,6.92,0.99,1.5,6.78,11.01,11.33,17.19,7.57,35.22,64.78,4.56,2.32,10.27,02110
02,122,58464,40.8,66064,242200,2.63,21630,987,22815,52.13,47.87,14.31,12.15,17.59,16.82,8.62,7.86,8.52,3.32,82.47,0.62,7.82,1.58,0.34,1.45,4.15,5.71,16.81,10.48,11.82,27.18,72.82,7.16,0.12,15.67,02122
02,130,13800,39.7,72728,289900,2.51,5397,1169,6913,51.33,48.67,15.12,13.39,17.71,16.94,7.33,7.53,7.9,8.97,66.51,0.75,14.27,8.22,0.2,1.09,5.27,8.96,16.52,12.06,9.45,38.45,61.55,5.92,1.98,11.14,02130
02,150,13451,33.9,85839,282100,3.08,4261,1458,6704,53.68,46.32,18.1,15.02,16.84,14.51,4.8,5.0,7.91,19.82,54.71,0.34,12.39,22.71,0.33,1.44,8.91,8.07,16.23,11.08,7.65,45.41,54.59,5.58,0.01,16.38,02150
02,158,8250,24.1,36754,71500,4.6,1724,632,2100,54.1,45.9,17.71,14.29,12.68,9.45,2.46,3.04,2.87,0.52,3.6,0.48,92.12,0.13,0.06,0.53,1.13,3.07,24.29,1.35,38.73,28.31,71.69,27.15,0.02,19.9,02158
02,164,1393,34.8,44135,114900,3.03,421,743,603,53.77,46.23,19.1,14.79,20.96,14.14,3.45,4.38,4.38,2.23,21.03,1.15,69.85,1.65,0.36,0.07,0.14,5.89,26.49,5.38,16.44,28.5,71.5,15.19,0.0,33.38,02164
02,170,105369,35.2,75493,249000,3.31,31217,1127,40347,52.04,47.96,16.1,13.84,16.31,15.47,5.7,5.63,10.02,3.33,82.87,1.23,6.2,1.38,0.27,0.38,4.93,7.68,16.86,9.2,10.08,22.93,77.07,9.09,0.31,14.54,02170
02,180,9988,28.3,61048,154600,3.3,2844,1287,3462,52.68,47.32,17.0,14.28,14.3,13.02,3.51,3.51,3.94,2.51,15.57,0.95,75.81,1.66,0.14,0.12,2.74,5.75,19.2,4.35,20.82,39.52,60.48,17.22,0.11,20.21,02180
02,185,9792,35.2,79306,152500,3.36,1979,1000,5227,61.12,38.88,18.56,12.57,24.78,11.07,3.94,2.91,5.2,6.3,31.42,1.54,51.24,5.45,1.93,0.74,2.03,7.68,26.0,7.52,10.04,47.35,52.65,8.98,1.16,18.45,02185
02,188,7715,27.8,60906,141400,4.06,1795,1304,2363,54.3,45.7,17.11,14.69,15.29,10.2,3.49,3.97,3.71,1.49,11.28,1.22,82.22,1.0,0.1,0.48,1.45,3.71,21.09,4.3,25.86,43.79,56.21,18.16,0.35,25.64,02188
02,195,3257,42.8,69948,227400,2.68,1187,954,1502,52.9,47.1,16.21,11.27,15.17,15.41,11.05,10.96,9.15,8.78,76.14,1.01,7.77,4.7,0.58,0.37,11.7,9.43,19.28,15.29,5.71,31.17,68.83,4.12,0.37,9.55,02195
02,198,6407,41.3,52379,174900,2.66,2371,783,2496,54.28,45.72,13.53,10.99,19.31,16.72,9.15,6.88,6.95,3.14,47.7,0.45,39.18,1.42,0.62,0.33,3.86,10.3,22.24,8.77,17.14,27.25,72.75,11.25,0.64,24.68,02198
02,220,8640,39.5,73682,358600,2.36,3547,1131,4449,51.44,48.56,15.08,13.97,16.97,17.09,7.27,7.89,6.86,8.39,64.28,0.93,13.11,6.7,0.09,0.79,6.76,14.1,16.2,14.35,8.46,40.74,59.26,4.97,0.62,15.86,02220
02,230,1107,40.4,73906,338500,2.51,375,1004,696,54.74,45.26,19.87,14.09,22.94,16.98,6.05,5.69,5.33,8.85,84.91,3.97,5.96,0.81,0.0,0.36,5.69,3.97,19.78,19.42,6.32,46.67,53.33,6.46,0.45,18.25,02230
02,240,6878,36.8,70056,170900,3.05,2170,1042,2479,54.81,45.19,15.15,11.54,18.49,14.07,7.66,5.98,10.02,11.02,76.43,0.65,13.87,2.66,0.16,2.11,6.06,4.11,18.86,6.24,10.72,26.5,73.5,11.02,0.15,16.88,02240
02,261,9243,38.1,79867,222200,2.83,3177,1067,4633,52.42,47.58,15.11,13.49,18.77,17.03,6.61,5.66,9.83,6.56,71.76,0.38,13.91,4.07,0.63,2.12,5.24,7.13,20.25,11.6,7.72,25.37,74.63,3.37,0.34,18.79,02261
02,275,2502,49.4,53894,216200,2.38,1027,844,894,54.24,45.76,10.59,9.63,20.7,17.63,12.19,10.55,8.95,2.84,63.03,0.04,24.46,0.72,0.36,1.36,5.04,10.03,24.3,9.99,7.75,32.13,67.87,6.63,0.12,18.67,02275
02,282,649,36.9,71607,202300,2.65,219,900,306,54.85,45.15,17.1,14.33,19.57,11.4,8.32,6.16,6.16,4.93,45.15,0.77,38.67,4.93,1.23,0.92,7.7,8.32,20.8,13.25,7.4,33.79,66.21,5.83,0.15,23.73,02282
02,290,5377,35.2,41413,76500,2.69,1856,741,1935,53.54,46.46,15.06,12.94,16.24,13.71,8.05,6.27,6.94,1.32,22.75,0.07,69.39,0.71,0.04,0.15,2.66,6.9,21.57,5.23,25.14,27.59,72.41,17.05,0.2,26.91,02290
04,001,71511,35.0,32508,59900,3.37,20867,506,17029,49.16,50.84,14.45,13.72,14.52,15.02,6.78,8.17,4.31,1.41,22.83,0.52,73.77,0.34,0.03,0.77,6.34,1.73,18.55,4.83,34.91,21.11,78.89,10.54,0.27,24.87,04001
04,003,125867,41.1,49260,146800,2.34,50163,783,44347,50.82,49.18,14.88,12.03,14.52,15.13,10.38,11.29,14.47,10.75,85.47,4.08,1.24,1.94,0.38,2.75,35.45,4.13,13.61,9.89,15.47,31.07,68.93,6.34,0.25,7.18,04003
04,005,141274,30.7,59460,280900,2.67,47447,1181,61906,49.4,50.6,19.62,20.57,13.26,13.79,5.74,6.28,5.2,4.43,63.94,1.23,26.55,1.96,0.17,2.54,14.11,3.62,11.38,12.12,15.95,38.96,61.04,7.59,0.75,11.14,04005
04,007,53546,50.2,43524,165800,2.4,21945,816,17268,49.5,50.5,10.37,9.89,15.11,16.2,13.8,14.58,10.27,3.54,76.89,0.7,16.31,0.82,0.04,2.21,18.75,3.03,17.15,8.83,21.23,24.44,75.56,8.79,0.06,9.85,04007
